ipc_class_level	ancestor	parent	ipc_version
F16L  19/07	F16L19/06	F	2017.01
F16L  19/075	F16L19/06	F	2017.01
F16L  19/08	F16L19/00	F	2017.01
F16L  19/10	F16L19/08	F	2017.01
F16L  19/12	F16L19/10	F	2017.01
F16L  19/14	F16L19/10	F	2017.01
F16L  21/00	F16L	F	2017.01
F16L  21/02	F16L21/00	F	2017.01
F16L  21/025	F16L21/02	F	2017.01
F16L  21/03	F16L21/02	F	2017.01
F16L  21/035	F16L21/02	F	2017.01
F16L  21/04	F16L21/02	F	2017.01
F16L  21/05	F16L21/02	F	2017.01
F16L  21/06	F16L21/00	F	2017.01
F16L  21/08	F16L21/00	F	2017.01
F16L  23/00	F16L	F	2017.01
F16L  23/02	F16L23/00	F	2017.01
F16L  23/024	F16L23/02	F	2017.01
F16L  23/026	F16L23/024	F	2017.01
F16L  23/028	F16L23/024	F	2017.01
F16L  23/032	F16L23/02	F	2017.01
F16L  23/036	F16L23/02	F	2017.01
F16L  23/04	F16L23/00	F	2017.01
F16L  23/06	F16L23/04	F	2017.01
F16L  23/08	F16L23/04	F	2017.01
F16L  23/10	F16L23/08	F	2017.01
F16L  23/12	F16L23/00	F	2017.01
F16L  23/14	F16L23/12	F	2017.01
F16L  23/16	F16L23/00	F	2017.01
F16L  23/18	F16L23/16	F	2017.01
F16L  23/20	F16L23/18	F	2017.01
F16L  23/22	F16L23/18	F	2017.01
F16L  23/24	F16L23/16	F	2017.01
F16L  25/00	F16L	F	2017.01
F16L  25/01	F16L25/00	F	2017.01
F16L  25/02	F16L25/00	F	2017.01
F16L  25/03	F16L25/02	F	2017.01
F16L  25/04	F16L25/00	F	2017.01
F16L  25/06	F16L25/00	F	2017.01
F16L  25/08	F16L25/06	F	2017.01
F16L  25/10	F16L25/00	F	2017.01
F16L  25/12	F16L25/00	F	2017.01
F16L  25/14	F16L25/00	F	2017.01
F16L  27/00	F16L	F	2017.01
F16L  27/02	F16L27/00	F	2017.01
F16L  27/04	F16L27/02	F	2017.01
F16L  27/047	F16L27/04	F	2017.01
F16L  27/053	F16L27/04	F	2017.01
F16L  27/06	F16L27/04	F	2017.01
F16L  27/067	F16L27/06	F	2017.01
F16L  27/073	F16L27/06	F	2017.01
F16L  27/08	F16L27/00	F	2017.01
F16L  27/087	F16L27/08	F	2017.01
F16L  27/093	F16L27/087	F	2017.01
F16L  27/10	F16L27/00	F	2017.01
F16L  27/103	F16L27/10	F	2017.01
F16L  27/107	F16L27/10	F	2017.01
F16L  27/108	F16L27/107	F	2017.01
F16L  27/11	F16L27/107	F	2017.01
F16L  27/111	F16L27/11	F	2017.01
F16L  27/113	F16L27/10	F	2017.01
F16L  27/12	F16L27/00	F	2017.01
F16L  29/00	F16L	F	2017.01
F16L  29/02	F16L29/00	F	2017.01
F16L  29/04	F16L29/00	F	2017.01
F16L  31/00	F16L	F	2017.01
F16L  31/02	F16L31/00	F	2017.01
F16L  33/00	F16L	F	2017.01
F16L  33/01	F16L33/00	F	2017.01
F16L  33/02	F16L33/00	F	2017.01
F16L  33/025	F16L33/02	F	2017.01
F16L  33/03	F16L33/02	F	2017.01
F16L  33/035	F16L33/02	F	2017.01
F16L  33/04	F16L33/02	F	2017.01
F16L  33/06	F16L33/04	F	2017.01
F16L  33/08	F16L33/02	F	2017.01
F16L  33/10	F16L33/02	F	2017.01
F16L  33/12	F16L33/02	F	2017.01
F16L  33/14	F16L33/02	F	2017.01
F16L  33/16	F16L33/00	F	2017.01
F16L  33/18	F16L33/00	F	2017.01
F16L  33/20	F16L33/00	F	2017.01
F16L  33/207	F16L33/20	F	2017.01
F16L  33/213	F16L33/20	F	2017.01
F16L  33/22	F16L33/00	F	2017.01
F16L  33/23	F16L33/22	F	2017.01
F16L  33/24	F16L33/00	F	2017.01
F16L  33/26	F16L33/00	F	2017.01
F16L  33/28	F16L33/00	F	2017.01
F16L  33/30	F16L33/00	F	2017.01
F16L  33/32	F16L33/00	F	2017.01
F16L  33/34	F16L33/00	F	2017.01
F16L  35/00	F16L	F	2017.01
F16L  37/00	F16L	F	2017.01
F16L  37/02	F16L37/00	F	2017.01
F16L  37/04	F16L37/02	F	2017.01
F16L  37/05	F16L37/04	F	2017.01
F16L  37/06	F16L37/04	F	2017.01
F16L  37/08	F16L37/00	F	2017.01
F16L  37/084	F16L37/08	F	2017.01
F16L  37/086	F16L37/084	F	2017.01
F16L  37/088	F16L37/084	F	2017.01
F16L  37/091	F16L37/084	F	2017.01
F16L  37/092	F16L37/084	F	2017.01
F16L  37/096	F16L37/084	F	2017.01
F16L  37/098	F16L37/084	F	2017.01
F16L  37/10	F16L37/08	F	2017.01
F16L  37/107	F16L37/10	F	2017.01
F16L  37/113	F16L37/10	F	2017.01
F16L  37/12	F16L37/08	F	2017.01
F16L  37/124	F16L37/12	F	2017.01
F16L  37/127	F16L37/12	F	2017.01
F16L  37/133	F16L37/12	F	2017.01
F16L  37/138	F16L37/12	F	2017.01
F16L  37/14	F16L37/12	F	2017.01
F16L  37/15	F16L37/14	F	2017.01
F16L  37/16	F16L37/12	F	2017.01
F16L  37/18	F16L37/12	F	2017.01
F16L  37/20	F16L37/12	F	2017.01
F16L  37/22	F16L37/00	F	2017.01
F16L  37/23	F16L37/22	F	2017.01
F16L  37/24	F16L37/00	F	2017.01
F16L  37/244	F16L37/24	F	2017.01
F16L  37/248	F16L37/244	F	2017.01
F16L  37/252	F16L37/244	F	2017.01
F16L  37/256	F16L37/24	F	2017.01
F16L  37/26	F16L37/00	F	2017.01
F16L  37/28	F16L37/00	F	2017.01
F16L  37/30	F16L37/28	F	2017.01
F16L  37/32	F16L37/30	F	2017.01
F16L  37/33	F16L37/32	F	2017.01
F16L  37/34	F16L37/32	F	2017.01
F16L  37/35	F16L37/32	F	2017.01
F16L  37/36	F16L37/30	F	2017.01
F16L  37/367	F16L37/30	F	2017.01
F16L  37/373	F16L37/30	F	2017.01
F16L  37/38	F16L37/28	F	2017.01
F16L  37/40	F16L37/38	F	2017.01
F16L  37/407	F16L37/40	F	2017.01
F16L  37/413	F16L37/40	F	2017.01
F16L  37/42	F16L37/40	F	2017.01
F16L  37/44	F16L37/38	F	2017.01
F16L  37/46	F16L37/38	F	2017.01
F16L  37/47	F16L37/38	F	2017.01
F16L  37/48	F16L37/00	F	2017.01
F16L  37/50	F16L37/00	F	2017.01
F16L  37/52	F16L37/50	F	2017.01
F16L  37/53	F16L37/50	F	2017.01
F16L  37/54	F16L37/50	F	2017.01
F16L  37/56	F16L37/00	F	2017.01
F16L  37/58	F16L37/00	F	2017.01
F16L  37/60	F16L37/00	F	2017.01
F16L  37/62	F16L37/00	F	2017.01
F16L  39/00	F16L	F	2017.01
F16L  39/02	F16L39/00	F	2017.01
F16L  39/04	F16L39/00	F	2017.01
F16L  39/06	F16L39/00	F	2017.01
F16L  41/00	F16L	F	2017.01
F16L  41/02	F16L41/00	F	2017.01
F16L  41/03	F16L41/02	F	2017.01
F16L  41/04	F16L41/00	F	2017.01
F16L  41/06	F16L41/04	F	2017.01
F16L  41/08	F16L41/00	F	2017.01
F16L  41/10	F16L41/08	F	2017.01
F16L  41/12	F16L41/08	F	2017.01
F16L  41/14	F16L41/08	F	2017.01
F16L  41/16	F16L41/08	F	2017.01
F16L  41/18	F16L41/00	F	2017.01
F16L  43/00	F16L	F	2017.01
F16L  43/02	F16L43/00	F	2017.01
F16L  45/00	F16L	F	2017.01
F16L  47/00	F16L	F	2017.01
F16L  47/02	F16L47/00	F	2017.01
F16L  47/03	F16L47/02	F	2017.01
F16L  47/04	F16L47/00	F	2017.01
F16L  47/06	F16L47/00	F	2017.01
F16L  47/08	F16L47/06	F	2017.01
F16L  47/10	F16L47/08	F	2017.01
F16L  47/12	F16L47/06	F	2017.01
F16L  47/14	F16L47/00	F	2017.01
F16L  47/16	F16L47/00	F	2017.01
F16L  47/18	F16L47/00	F	2017.01
F16L  47/20	F16L47/00	F	2017.01
F16L  47/22	F16L47/20	F	2017.01
F16L  47/24	F16L47/20	F	2017.01
F16L  47/26	F16L47/00	F	2017.01
F16L  47/28	F16L47/26	F	2017.01
F16L  47/30	F16L47/28	F	2017.01
F16L  47/32	F16L47/26	F	2017.01
F16L  47/34	F16L47/26	F	2017.01
F16L  49/00	F16L	F	2017.01
F16L  49/02	F16L49/00	F	2017.01
F16L  49/04	F16L49/00	F	2017.01
F16L  49/06	F16L49/00	F	2017.01
F16L  49/08	F16L49/00	F	2017.01
F16L  51/00	F16L	F	2017.01
F16L  51/02	F16L51/00	F	2017.01
F16L  51/03	F16L51/02	F	2017.01
F16L  51/04	F16L51/00	F	2017.01
F16L  53/00	F16L	F	2017.01
F16L  55/00	F16L	F	2017.01
F16L  55/02	F16L55/00	F	2017.01
F16L  55/027	F16L55/02	F	2017.01
F16L  55/033	F16L55/02	F	2017.01
F16L  55/035	F16L55/033	F	2017.01
F16L  55/04	F16L55/00	F	2017.01
F16L  55/045	F16L55/04	F	2017.01
F16L  55/05	F16L55/045	F	2017.01
F16L  55/052	F16L55/05	F	2017.01
F16L  55/053	F16L55/052	F	2017.01
F16L  55/054	F16L55/053	F	2017.01
F16L  55/055	F16L55/045	F	2017.01
F16L  55/07	F16L55/00	F	2017.01
F16L  55/09	F16L55/00	F	2017.01
F16L  55/10	F16L55/00	F	2017.01
F16L  55/103	F16L55/10	F	2017.01
F16L  55/105	F16L55/10	F	2017.01
F16L  55/11	F16L55/10	F	2017.01
F16L  55/115	F16L55/10	F	2017.01
F16L  55/12	F16L55/10	F	2017.01
F16L  55/124	F16L55/12	F	2017.01
F16L  55/128	F16L55/12	F	2017.01
F16L  55/13	F16L55/128	F	2017.01
F16L  55/132	F16L55/128	F	2017.01
F16L  55/134	F16L55/132	F	2017.01
F16L  55/136	F16L55/128	F	2017.01
F16L  55/16	F16L55/00	F	2017.01
F16L  55/162	F16L55/16	F	2017.01
F16L  55/163	F16L55/162	F	2017.01
F16L  55/164	F16L55/162	F	2017.01
F16L  55/1645	F16L55/162	F	2017.01
F16L  55/165	F16L55/162	F	2017.01
F16L  55/168	F16L55/16	F	2017.01
F16L  55/17	F16L55/168	F	2017.01
F16L  55/172	F16L55/17	F	2017.01
F16L  55/175	F16L55/168	F	2017.01
F16L  55/178	F16L55/168	F	2017.01
F16L  55/179	F16L55/16	F	2017.01
F16L  55/18	F16L55/00	F	2017.01
F16L  55/24	F16L55/00	F	2017.01
F16L  55/26	F16L55/26	F	2017.01
F16L  55/28	F16L55/26	F	2017.01
F16L  55/30	F16L55/28	F	2017.01
F16L  55/32	F16L55/30	F	2017.01
F16L  55/34	F16L55/32	F	2017.01
F16L  55/36	F16L55/32	F	2017.01
F16L  55/38	F16L55/30	F	2017.01
F16L  55/40	F16L55/28	F	2017.01
F16L  55/42	F16L55/40	F	2017.01
F16L  55/44	F16L55/40	F	2017.01
F16L  55/46	F16L55/26	F	2017.01
F16L  55/48	F16L55/26	F	2017.01
F16L  57/00	F16L	F	2017.01
F16L  57/02	F16L57/00	F	2017.01
F16L  57/04	F16L57/00	F	2017.01
F16L  57/06	F16L57/00	F	2017.01
F16L  58/00	F16L	F	2017.01
F16L  58/02	F16L58/00	F	2017.01
F16L  58/04	F16L58/02	F	2017.01
F16L  58/06	F16L58/04	F	2017.01
F16L  58/08	F16L58/04	F	2017.01
F16L  58/10	F16L58/04	F	2017.01
F16L  58/12	F16L58/04	F	2017.01
F16L  58/14	F16L58/04	F	2017.01
F16L  58/16	F16L58/02	F	2017.01
F16L  58/18	F16L58/00	F	2017.01
F16L  59/00	F16L	F	2017.01
F16L  59/02	F16L59/00	F	2017.01
F16L  59/04	F16L59/00	F	2017.01
F16L  59/05	F16L59/04	F	2017.01
F16L  59/06	F16L59/00	F	2017.01
F16L  59/065	F16L59/06	F	2017.01
F16L  59/07	F16L59/06	F	2017.01
F16L  59/075	F16L59/06	F	2017.01
F16L  59/08	F16L59/00	F	2017.01
F16L  59/10	F16L59/00	F	2017.01
F16L  59/11	F16L59/10	F	2017.01
F16L  59/12	F16L59/00	F	2017.01
F16L  59/125	F16L59/12	F	2017.01
F16L  59/13	F16L59/12	F	2017.01
F16L  59/135	F16L59/12	F	2017.01
F16L  59/14	F16L59/00	F	2017.01
F16L  59/147	F16L59/14	F	2017.01
F16L  59/15	F16L59/14	F	2017.01
F16L  59/153	F16L59/14	F	2017.01
F16L  59/16	F16L59/14	F	2017.01
F16L  59/18	F16L59/16	F	2017.01
F16L  59/20	F16L59/18	F	2017.01
F16L  59/21	F16L59/16	F	2017.01
F16L  59/22	F16L59/16	F	2017.01
F16L 101/00	F16L	F	2017.01
F16L 101/10	F16L101/00	F	2017.01
F16L 101/12	F16L101/10	F	2017.01
F16L 101/14	F16L101/10	F	2017.01
F16L 101/16	F16L101/10	F	2017.01
F16L 101/18	F16L101/10	F	2017.01
F16L 101/20	F16L101/00	F	2017.01
F16L 101/30	F16L101/00	F	2017.01
F16L 101/40	F16L101/00	F	2017.01
F16L 101/50	F16L101/00	F	2017.01
F16L 101/60	F16L101/00	F	2017.01
F16L 101/70	F16L101/00	F	2017.01
F16M	F16M	F	2017.01
F16M   1/00	F16M	F	2017.01
F16M   1/02	F16M1/00	F	2017.01
F16M   1/021	F16M1/02	F	2017.01
F16M   1/022	F16M1/021	F	2017.01
F16M   1/023	F16M1/021	F	2017.01
F16M   1/024	F16M1/021	F	2017.01
F16M   1/025	F16M1/021	F	2017.01
F16M   1/026	F16M1/02	F	2017.01
F16M   1/04	F16M1/00	F	2017.01
F16M   1/08	F16M1/00	F	2017.01
F16M   3/00	F16M	F	2017.01
F16M   5/00	F16M	F	2017.01
F16M   7/00	F16M	F	2017.01
F16M   9/00	F16M	F	2017.01
F16M  11/00	F16M	F	2017.01
F16M  11/02	F16M11/00	F	2017.01
F16M  11/04	F16M11/02	F	2017.01
F16M  11/06	F16M11/04	F	2017.01
F16M  11/08	F16M11/06	F	2017.01
F16M  11/10	F16M11/06	F	2017.01
F16M  11/12	F16M11/06	F	2017.01
F16M  11/14	F16M11/12	F	2017.01
F16M  11/16	F16M11/02	F	2017.01
F16M  11/18	F16M11/02	F	2017.01
F16M  11/20	F16M11/00	F	2017.01
F16M  11/22	F16M11/20	F	2017.01
F16M  11/24	F16M11/20	F	2017.01
F16M  11/26	F16M11/24	F	2017.01
F16M  11/28	F16M11/26	F	2017.01
F16M  11/30	F16M11/28	F	2017.01
F16M  11/32	F16M11/26	F	2017.01
F16M  11/34	F16M11/32	F	2017.01
F16M  11/36	F16M11/32	F	2017.01
F16M  11/38	F16M11/24	F	2017.01
F16M  11/40	F16M11/24	F	2017.01
F16M  11/42	F16M11/00	F	2017.01
F16M  13/00	F16M	F	2017.01
F16M  13/02	F16M13/00	F	2017.01
F16M  13/04	F16M13/00	F	2017.01
F16M  13/06	F16M13/00	F	2017.01
F16M  13/08	F16M13/06	F	2017.01
F16N	F16N	F	2017.01
F16N   1/00	F16N	F	2017.01
F16N   3/00	F16N	F	2017.01
F16N   3/02	F16N3/00	F	2017.01
F16N   3/04	F16N3/02	F	2017.01
F16N   3/06	F16N3/04	F	2017.01
F16N   3/08	F16N3/04	F	2017.01
F16N   3/10	F16N3/00	F	2017.01
F16N   3/12	F16N3/10	F	2017.01
F16N   5/00	F16N	F	2017.01
F16N   5/02	F16N5/00	F	2017.01
F16N   7/00	F16N	F	2017.01
F16N   7/02	F16N7/00	F	2017.01
F16N   7/04	F16N7/02	F	2017.01
F16N   7/06	F16N7/02	F	2017.01
F16N   7/08	F16N7/02	F	2017.01
F16N   7/10	F16N7/02	F	2017.01
F16N   7/12	F16N7/00	F	2017.01
F16N   7/14	F16N7/00	F	2017.01
F16N   7/16	F16N7/14	F	2017.01
F16N   7/18	F16N7/16	F	2017.01
F16N   7/20	F16N7/16	F	2017.01
F16N   7/22	F16N7/20	F	2017.01
F16N   7/24	F16N7/16	F	2017.01
F16N   7/26	F16N7/14	F	2017.01
F16N   7/28	F16N7/14	F	2017.01
F16N   7/30	F16N7/00	F	2017.01
F16N   7/32	F16N7/30	F	2017.01
F16N   7/34	F16N7/32	F	2017.01
F16N   7/36	F16N7/00	F	2017.01
F16N   7/38	F16N7/00	F	2017.01
F16N   7/40	F16N7/38	F	2017.01
F16N   9/00	F16N	F	2017.01
F16N   9/02	F16N9/00	F	2017.01
F16N   9/04	F16N9/00	F	2017.01
F16N  11/00	F16N	F	2017.01
F16N  11/02	F16N11/00	F	2017.01
F16N  11/04	F16N11/00	F	2017.01
F16N  11/06	F16N11/00	F	2017.01
F16N  11/08	F16N11/00	F	2017.01
F16N  11/10	F16N11/00	F	2017.01
F16N  11/12	F16N11/00	F	2017.01
F16N  13/00	F16N	F	2017.01
F16N  13/02	F16N13/00	F	2017.01
F16N  13/04	F16N13/02	F	2017.01
F16N  13/06	F16N13/02	F	2017.01
F16N  13/08	F16N13/06	F	2017.01
F16N  13/10	F16N13/06	F	2017.01
F16N  13/12	F16N13/10	F	2017.01
F16N  13/14	F16N13/10	F	2017.01
F16N  13/16	F16N13/06	F	2017.01
F16N  13/18	F16N13/06	F	2017.01
F16N  13/20	F16N13/00	F	2017.01
F16N  13/22	F16N13/00	F	2017.01
F16N  15/00	F16N	F	2017.01
F16N  15/02	F16N15/00	F	2017.01
F16N  15/04	F16N15/00	F	2017.01
F16N  17/00	F16N	F	2017.01
F16N  17/02	F16N17/00	F	2017.01
F16N  17/04	F16N17/00	F	2017.01
F16N  17/06	F16N17/00	F	2017.01
F16N  19/00	F16N	F	2017.01
F16N  21/00	F16N	F	2017.01
F16N  21/02	F16N21/00	F	2017.01
F16N  21/04	F16N21/00	F	2017.01
F16N  21/06	F16N21/00	F	2017.01
F16N  23/00	F16N	F	2017.01
F16N  25/00	F16N	F	2017.01
F16N  25/02	F16N25/00	F	2017.01
F16N  25/04	F16N25/00	F	2017.01
F16N  27/00	F16N	F	2017.01
F16N  27/02	F16N27/00	F	2017.01
F16N  29/00	F16N	F	2017.01
F16N  29/02	F16N29/00	F	2017.01
F16N  29/04	F16N29/00	F	2017.01
F16N  31/00	F16N	F	2017.01
F16N  31/02	F16N31/00	F	2017.01
F16N  33/00	F16N	F	2017.01
F16N  35/00	F16N	F	2017.01
F16N  37/00	F16N	F	2017.01
F16N  37/02	F16N37/00	F	2017.01
F16N  39/00	F16N	F	2017.01
F16N  39/02	F16N39/00	F	2017.01
F16N  39/04	F16N39/00	F	2017.01
F16N  39/06	F16N39/00	F	2017.01
F16N  39/08	F16N39/00	F	2017.01
F16N  99/00	F16N	F	2017.01
F16P	F16P	F	2017.01
F16P   1/00	F16P	F	2017.01
F16P   1/02	F16P1/00	F	2017.01
F16P   1/04	F16P1/00	F	2017.01
F16P   1/06	F16P1/00	F	2017.01
F16P   3/00	F16P	F	2017.01
F16P   3/02	F16P3/00	F	2017.01
F16P   3/04	F16P3/02	F	2017.01
F16P   3/06	F16P3/04	F	2017.01
F16P   3/08	F16P3/00	F	2017.01
F16P   3/10	F16P3/08	F	2017.01
F16P   3/12	F16P3/00	F	2017.01
F16P   3/14	F16P3/12	F	2017.01
F16P   3/16	F16P3/12	F	2017.01
F16P   3/18	F16P3/00	F	2017.01
F16P   3/20	F16P3/18	F	2017.01
F16P   3/22	F16P3/18	F	2017.01
F16P   3/24	F16P3/18	F	2017.01
F16P   5/00	F16P	F	2017.01
F16P   7/00	F16P	F	2017.01
F16P   7/02	F16P7/00	F	2017.01
F16S	F16S	F	2017.01
F16S   1/00	F16S1/00	F	2017.01
F16S   1/02	F16S1/00	F	2017.01
F16S   1/04	F16S1/00	F	2017.01
F16S   1/06	F16S1/04	F	2017.01
F16S   1/08	F16S1/04	F	2017.01
F16S   1/10	F16S1/00	F	2017.01
F16S   1/12	F16S1/00	F	2017.01
F16S   1/14	F16S1/00	F	2017.01
F16S   3/00	F16S	F	2017.01
F16S   3/02	F16S3/00	F	2017.01
F16S   3/04	F16S3/00	F	2017.01
F16S   3/06	F16S3/00	F	2017.01
F16S   3/08	F16S3/06	F	2017.01
F16S   5/00	F16S	F	2017.01
F16T	F16	F	2017.01
F16T   1/00	F16T	F	2017.01
F16T   1/02	F16T1/00	F	2017.01
F16T   1/04	F16T1/02	F	2017.01
F16T   1/06	F16T1/02	F	2017.01
F16T   1/08	F16T1/02	F	2017.01
F16T   1/10	F16T1/02	F	2017.01
F16T   1/12	F16T1/00	F	2017.01
F16T   1/14	F16T1/12	F	2017.01
F16T   1/16	F16T1/12	F	2017.01
F16T   1/18	F16T1/12	F	2017.01
F16T   1/20	F16T1/00	F	2017.01
F16T   1/22	F16T1/20	F	2017.01
F16T   1/24	F16T1/22	F	2017.01
F16T   1/26	F16T1/20	F	2017.01
F16T   1/28	F16T1/26	F	2017.01
F16T   1/30	F16T1/20	F	2017.01
F16T   1/32	F16T1/20	F	2017.01
F16T   1/34	F16T1/00	F	2017.01
F16T   1/36	F16T1/00	F	2017.01
F16T   1/38	F16T1/00	F	2017.01
F16T   1/40	F16T1/38	F	2017.01
F16T   1/42	F16T1/38	F	2017.01
F16T   1/45	F16T1/38	F	2017.01
F16T   1/48	F16T1/38	F	2017.01
F17B	F17	F	2017.01
F17B   1/00	F17B	F	2017.01
F17B   1/007	F17B1/00	F	2017.01
F17B   1/013	F17B1/00	F	2017.01
F17B   1/02	F17B1/00	F	2017.01
F17B   1/04	F17B1/02	F	2017.01
F17B   1/06	F17B1/04	F	2017.01
F17B   1/08	F17B1/04	F	2017.01
F17B   1/10	F17B1/02	F	2017.01
F17B   1/12	F17B1/02	F	2017.01
F17B   1/14	F17B1/02	F	2017.01
F17B   1/16	F17B1/00	F	2017.01
F17B   1/18	F17B1/16	F	2017.01
F17B   1/20	F17B1/16	F	2017.01
F17B   1/22	F17B1/20	F	2017.01
F17B   1/24	F17B1/00	F	2017.01
F17B   1/26	F17B1/24	F	2017.01
F17C	F17C	F	2017.01
F17C   1/00	F17C	F	2017.01
F17C   1/02	F17C1/00	F	2017.01
F17C   1/04	F17C1/02	F	2017.01
F17C   1/06	F17C1/04	F	2017.01
F17C   1/08	F17C1/02	F	2017.01
F17C   1/10	F17C1/00	F	2017.01
F17C   1/12	F17C1/00	F	2017.01
F17C   1/14	F17C1/00	F	2017.01
F17C   1/16	F17C1/00	F	2017.01
F17C   3/00	F17C	F	2017.01
F17C   3/02	F17C3/00	F	2017.01
F17C   3/04	F17C3/02	F	2017.01
F17C   3/06	F17C3/04	F	2017.01
F17C   3/08	F17C3/02	F	2017.01
F17C   3/10	F17C3/02	F	2017.01
F17C   3/12	F17C3/00	F	2017.01
F17C   5/00	F17C5/00	F	2017.01
F17C   5/02	F17C5/00	F	2017.01
F17C   5/04	F17C5/02	F	2017.01
F17C   5/06	F17C5/00	F	2017.01
F17C   6/00	F17C	F	2017.01
F17C   7/00	F17C	F	2017.01
F17C   7/02	F17C7/00	F	2017.01
F17C   7/04	F17C7/02	F	2017.01
F17C   9/00	F17C	F	2017.01
F17C   9/02	F17C9/00	F	2017.01
F17C   9/04	F17C9/02	F	2017.01
F17C  11/00	F17C	F	2017.01
F17C  13/00	F17C	F	2017.01
F17C  13/02	F17C13/00	F	2017.01
F17C  13/04	F17C13/00	F	2017.01
F17C  13/06	F17C13/00	F	2017.01
F17C  13/08	F17C13/00	F	2017.01
F17C  13/10	F17C13/00	F	2017.01
F17C  13/12	F17C13/00	F	2017.01
F17D	F17D	F	2017.01
F17D   1/00	F17D	F	2017.01
F17D   1/02	F17D1/00	F	2017.01
F17D   1/04	F17D1/02	F	2017.01
F17D   1/05	F17D1/04	F	2017.01
F17D   1/06	F17D1/02	F	2017.01
F17D   1/065	F17D1/02	F	2017.01
F17D   1/07	F17D1/065	F	2017.01
F17D   1/075	F17D1/065	F	2017.01
F17D   1/08	F17D1/00	F	2017.01
F17D   1/12	F17D1/08	F	2017.01
F17D   1/13	F17D1/08	F	2017.01
F17D   1/14	F17D1/08	F	2017.01
F17D   1/16	F17D1/08	F	2017.01
F17D   1/17	F17D1/16	F	2017.01
F17D   1/18	F17D1/16	F	2017.01
F17D   1/20	F17D1/00	F	2017.01
F17D   3/00	F17D	F	2017.01
F17D   3/01	F17D3/00	F	2017.01
F17D   3/03	F17D3/00	F	2017.01
F17D   3/05	F17D3/03	F	2017.01
F17D   3/08	F17D3/03	F	2017.01
F17D   3/10	F17D3/00	F	2017.01
F17D   3/12	F17D3/00	F	2017.01
F17D   3/14	F17D3/00	F	2017.01
F17D   3/16	F17D3/00	F	2017.01
F17D   3/18	F17D3/00	F	2017.01
F17D   5/00	F17D	F	2017.01
F17D   5/02	F17D5/00	F	2017.01
F17D   5/04	F17D5/02	F	2017.01
F17D   5/06	F17D5/02	F	2017.01
F17D   5/08	F17D5/00	F	2017.01
F21H	F21	F	2017.01
F21H   1/00	F21H	F	2017.01
F21H   1/02	F21H1/00	F	2017.01
F21H   3/00	F21H	F	2017.01
F21H   5/00	F21H	F	2017.01
F21H   7/00	F21H	F	2017.01
F21K	F21K	F	2017.01
F21K   2/00	F21K	F	2017.01
F21K   2/04	F21K2/00	F	2017.01
F21K   2/06	F21K2/00	F	2017.01
F21K   2/08	F21K2/06	F	2017.01
F21K   5/00	F21K	F	2017.01
F21K   5/04	F21K5/00	F	2017.01
F21K   5/06	F21K5/00	F	2017.01
F21K   5/08	F21K5/06	F	2017.01
F21K   5/12	F21K5/00	F	2017.01
F21K   5/14	F21K5/12	F	2017.01
F21K   5/16	F21K5/12	F	2017.01
F21K   5/18	F21K5/16	F	2017.01
F21K   5/20	F21K5/00	F	2017.01
F21K   5/22	F21K5/00	F	2017.01
F21K   7/00			2017.01
F21K   9/00	F21K9/00	F	2017.01
F21K   9/20	F21K9/00	F	2017.01
F21K   9/23	F21K9/20	F	2017.01
F21K   9/232	F21K9/23	F	2017.01
F21K   9/233	F21K9/23	F	2017.01
F21K   9/235	F21K9/23	F	2017.01
F21K   9/237	F21K9/23	F	2017.01
F21K   9/238	F21K9/23	F	2017.01
F21K   9/27	F21K9/20	F	2017.01
F21K   9/272	F21K9/27	F	2017.01
F21K   9/275	F21K9/27	F	2017.01
F21K   9/278	F21K9/27	F	2017.01
F21K   9/60	F21K9/00	F	2017.01
F21K   9/61	F21K9/60	F	2017.01
F21K   9/62	F21K9/60	F	2017.01
F21K   9/64	F21K9/60	F	2017.01
F21K   9/65	F21K9/60	F	2017.01
F21K   9/66	F21K9/60	F	2017.01
F21K   9/68	F21K9/60	F	2017.01
F21K   9/69	F21K9/60	F	2017.01
F21K   9/90	F21K9/00	F	2017.01
F21K  99/00	F21K	F	2017.01
F21L	F21L	F	2017.01
F21L   2/00	F21L	F	2017.01
F21L   4/00	F21L	F	2017.01
F21L   4/02	F21L4/00	F	2017.01
F21L   4/04	F21L4/00	F	2017.01
F21L   4/06	F21L4/00	F	2017.01
F21L   4/08	F21L4/00	F	2017.01
F21L  13/00	F21L	F	2017.01
F21L  13/02	F21L13/00	F	2017.01
F21L  13/04	F21L13/02	F	2017.01
F21L  13/06	F21L13/00	F	2017.01
F21L  13/08	F21L13/06	F	2017.01
F21L  14/00	F21L	F	2017.01
F21L  14/02	F21L14/00	F	2017.01
F21L  14/04	F21L14/00	F	2017.01
F21L  17/00	F21L	F	2017.01
F21L  19/00	F21L	F	2017.01
F21L  21/00	F21L	F	2017.01
F21L  23/00	F21L	F	2017.01
F21L  26/00	F21L	F	2017.01
F21L  27/00	F21L	F	2017.01
F21S	F21S	F	2017.01
F21S   2/00	F21S	F	2017.01
F21S   4/00	F21S	F	2017.01
F21S   4/10	F21S4/00	F	2017.01
F21S   4/15	F21S4/10	F	2017.01
F21S   4/20	F21S4/00	F	2017.01
F21S   4/22	F21S4/20	F	2017.01
F21S   4/24	F21S4/22	F	2017.01
F21S   4/26	F21S4/22	F	2017.01
