ipc_code	ancestor	parent	ipc_version
F01L  27/00		F	2016.01
F01L  27/02	F01L0027000000	F	2016.01
F01L  27/04	F01L0027000000	F	2016.01
F01L  29/00		F	2016.01
F01L  29/02	F01L0029000000	F	2016.01
F01L  29/04	F01L0029000000	F	2016.01
F01L  29/06	F01L0029000000	F	2016.01
F01L  29/08	F01L0029000000	F	2016.01
F01L  29/10	F01L0029000000	F	2016.01
F01L  29/12	F01L0029100000	F	2016.01
F01L  31/00		F	2016.01
F01L  31/02	F01L0031000000	F	2016.01
F01L  31/04	F01L0031020000	F	2016.01
F01L  31/06	F01L0031000000	F	2016.01
F01L  31/08	F01L0031000000	F	2016.01
F01L  31/10	F01L0031080000	F	2016.01
F01L  31/12	F01L0031100000	F	2016.01
F01L  31/14	F01L0031080000	F	2016.01
F01L  31/16	F01L0031080000	F	2016.01
F01L  31/18	F01L0031080000	F	2016.01
F01L  31/20	F01L0031180000	F	2016.01
F01L  31/22	F01L0031080000	F	2016.01
F01L  31/24	F01L0031220000	F	2016.01
F01L  33/00		F	2016.01
F01L  33/02	F01L0033000000	F	2016.01
F01L  33/04	F01L0033000000	F	2016.01
F01L  35/00		F	2016.01
F01L  35/02	F01L0035000000	F	2016.01
F01L  35/04	F01L0035000000	F	2016.01
F01M   1/00		F	2016.01
F01M   1/02	F01M0001000000	F	2016.01
F01M   1/04	F01M0001000000	F	2016.01
F01M   1/06	F01M0001000000	F	2016.01
F01M   1/08	F01M0001000000	F	2016.01
F01M   1/10	F01M0001000000	F	2016.01
F01M   1/12	F01M0001000000	F	2016.01
F01M   1/14	F01M0001000000	F	2016.01
F01M   1/16	F01M0001000000	F	2016.01
F01M   1/18	F01M0001000000	F	2016.01
F01M   1/20	F01M0001180000	F	2016.01
F01M   1/22	F01M0001200000	F	2016.01
F01M   1/24	F01M0001220000	F	2016.01
F01M   1/26	F01M0001220000	F	2016.01
F01M   1/28	F01M0001220000	F	2016.01
F01M   3/00		F	2016.01
F01M   3/02	F01M0003000000	F	2016.01
F01M   3/04	F01M0003000000	F	2016.01
F01M   5/00		F	2016.01
F01M   5/02	F01M0005000000	F	2016.01
F01M   5/04	F01M0005020000	F	2016.01
F01M   7/00		F	2016.01
F01M   9/00		F	2016.01
F01M   9/02	F01M0009000000	F	2016.01
F01M   9/04	F01M0009000000	F	2016.01
F01M   9/06	F01M0009000000	F	2016.01
F01M   9/08	F01M0009000000	F	2016.01
F01M   9/10	F01M0009000000	F	2016.01
F01M   9/12	F01M0009000000	F	2016.01
F01M  11/00		F	2016.01
F01M  11/02	F01M0011000000	F	2016.01
F01M  11/03	F01M0011000000	F	2016.01
F01M  11/04	F01M0011000000	F	2016.01
F01M  11/06	F01M0011000000	F	2016.01
F01M  11/08	F01M0011000000	F	2016.01
F01M  11/10	F01M0011000000	F	2016.01
F01M  11/12	F01M0011100000	F	2016.01
F01M  13/00		F	2016.01
F01M  13/02	F01M0013000000	F	2016.01
F01M  13/04	F01M0013000000	F	2016.01
F01M  13/06	F01M0013000000	F	2016.01
F01N   1/00		F	2016.01
F01N   1/02	F01N0001000000	F	2016.01
F01N   1/04	F01N0001020000	F	2016.01
F01N   1/06	F01N0001000000	F	2016.01
F01N   1/08	F01N0001000000	F	2016.01
F01N   1/10	F01N0001080000	F	2016.01
F01N   1/12	F01N0001080000	F	2016.01
F01N   1/14	F01N0001000000	F	2016.01
F01N   1/16	F01N0001000000	F	2016.01
F01N   1/18	F01N0001160000	F	2016.01
F01N   1/20	F01N0001160000	F	2016.01
F01N   1/22	F01N0001160000	F	2016.01
F01N   1/24	F01N0001000000	F	2016.01
F01N   3/00		F	2016.01
F01N   3/01	F01N0003000000	F	2016.01
F01N   3/02	F01N0003000000	F	2016.01
F01N   3/021	F01N0003020000	F	2016.01
F01N   3/022	F01N0003021000	F	2016.01
F01N   3/023	F01N0003021000	F	2016.01
F01N   3/025	F01N0003023000	F	2016.01
F01N   3/027	F01N0003023000	F	2016.01
F01N   3/028	F01N0003027000	F	2016.01
F01N   3/029	F01N0003023000	F	2016.01
F01N   3/031	F01N0003021000	F	2016.01
F01N   3/032	F01N0003031000	F	2016.01
F01N   3/033	F01N0003021000	F	2016.01
F01N   3/035	F01N0003033000	F	2016.01
F01N   3/037	F01N0003020000	F	2016.01
F01N   3/038	F01N0003020000	F	2016.01
F01N   3/04	F01N0003020000	F	2016.01
F01N   3/05	F01N0003020000	F	2016.01
F01N   3/06	F01N0003000000	F	2016.01
F01N   3/08	F01N0003000000	F	2016.01
F01N   3/10	F01N0003080000	F	2016.01
F01N   3/18	F01N0003100000	F	2016.01
F01N   3/20	F01N0003180000	F	2016.01
F01N   3/22	F01N0003180000	F	2016.01
F01N   3/24	F01N0003100000	F	2016.01
F01N   3/26	F01N0003240000	F	2016.01
F01N   3/28	F01N0003240000	F	2016.01
F01N   3/30	F01N0003240000	F	2016.01
F01N   3/32	F01N0003300000	F	2016.01
F01N   3/34	F01N0003300000	F	2016.01
F01N   3/36	F01N0003240000	F	2016.01
F01N   3/38	F01N0003240000	F	2016.01
F01N   5/00		F	2016.01
F01N   5/02	F01N0005000000	F	2016.01
F01N   5/04	F01N0005000000	F	2016.01
F01N   7/00			2016.01
F01N   7/02			2016.01
F01N   7/04			2016.01
F01N   7/06			2016.01
F01N   7/08			2016.01
F01N   7/10			2016.01
F01N   7/12			2016.01
F01N   7/14			2016.01
F01N   7/16			2016.01
F01N   7/18			2016.01
F01N   7/20			2016.01
F01N   9/00		F	2016.01
F01N  11/00		F	2016.01
F01N  13/00		F	2016.01
F01N  13/02	F01N0013000000	F	2016.01
F01N  13/04	F01N0013000000	F	2016.01
F01N  13/06	F01N0013000000	F	2016.01
F01N  13/08	F01N0013000000	F	2016.01
F01N  13/10	F01N0013080000	F	2016.01
F01N  13/12	F01N0013000000	F	2016.01
F01N  13/14	F01N0013000000	F	2016.01
F01N  13/16	F01N0013000000	F	2016.01
F01N  13/18	F01N0013000000	F	2016.01
F01N  13/20	F01N0013000000	F	2016.01
F01N  99/00		F	2016.01
F01P   1/00		F	2016.01
F01P   1/02	F01P0001000000	F	2016.01
F01P   1/04	F01P0001000000	F	2016.01
F01P   1/06	F01P0001000000	F	2016.01
F01P   1/08	F01P0001060000	F	2016.01
F01P   1/10	F01P0001060000	F	2016.01
F01P   3/00		F	2016.01
F01P   3/02	F01P0003000000	F	2016.01
F01P   3/04	F01P0003020000	F	2016.01
F01P   3/06	F01P0003000000	F	2016.01
F01P   3/08	F01P0003060000	F	2016.01
F01P   3/10	F01P0003060000	F	2016.01
F01P   3/12	F01P0003000000	F	2016.01
F01P   3/14	F01P0003120000	F	2016.01
F01P   3/16	F01P0003120000	F	2016.01
F01P   3/18	F01P0003000000	F	2016.01
F01P   3/20	F01P0003000000	F	2016.01
F01P   3/22	F01P0003000000	F	2016.01
F01P   5/00		F	2016.01
F01P   5/02	F01P0005000000	F	2016.01
F01P   5/04	F01P0005020000	F	2016.01
F01P   5/06	F01P0005020000	F	2016.01
F01P   5/08	F01P0005020000	F	2016.01
F01P   5/10	F01P0005000000	F	2016.01
F01P   5/12	F01P0005100000	F	2016.01
F01P   5/14	F01P0005000000	F	2016.01
F01P   7/00		F	2016.01
F01P   7/02	F01P0007000000	F	2016.01
F01P   7/04	F01P0007020000	F	2016.01
F01P   7/06	F01P0007020000	F	2016.01
F01P   7/08	F01P0007020000	F	2016.01
F01P   7/10	F01P0007020000	F	2016.01
F01P   7/12	F01P0007100000	F	2016.01
F01P   7/14	F01P0007000000	F	2016.01
F01P   7/16	F01P0007140000	F	2016.01
F01P   9/00		F	2016.01
F01P   9/02	F01P0009000000	F	2016.01
F01P   9/04	F01P0009000000	F	2016.01
F01P   9/06	F01P0009000000	F	2016.01
F01P  11/00		F	2016.01
F01P  11/02	F01P0011000000	F	2016.01
F01P  11/04	F01P0011000000	F	2016.01
F01P  11/06	F01P0011000000	F	2016.01
F01P  11/08	F01P0011000000	F	2016.01
F01P  11/10	F01P0011000000	F	2016.01
F01P  11/12	F01P0011000000	F	2016.01
F01P  11/14	F01P0011000000	F	2016.01
F01P  11/16	F01P0011140000	F	2016.01
F01P  11/18	F01P0011140000	F	2016.01
F01P  11/20	F01P0011140000	F	2016.01
F02B   1/00		F	2016.01
F02B   1/02	F02B0001000000	F	2016.01
F02B   1/04	F02B0001020000	F	2016.01
F02B   1/06	F02B0001040000	F	2016.01
F02B   1/08	F02B0001020000	F	2016.01
F02B   1/10	F02B0001080000	F	2016.01
F02B   1/12	F02B0001000000	F	2016.01
F02B   1/14	F02B0001120000	F	2016.01
F02B   3/00		F	2016.01
F02B   3/02	F02B0003000000	F	2016.01
F02B   3/04	F02B0003020000	F	2016.01
F02B   3/06	F02B0003000000	F	2016.01
F02B   3/08	F02B0003060000	F	2016.01
F02B   3/10	F02B0003060000	F	2016.01
F02B   3/12	F02B0003100000	F	2016.01
F02B   5/00		F	2016.01
F02B   5/02	F02B0005000000	F	2016.01
F02B   7/00		F	2016.01
F02B   7/02	F02B0007000000	F	2016.01
F02B   7/04	F02B0007020000	F	2016.01
F02B   7/06	F02B0007000000	F	2016.01
F02B   7/08	F02B0007060000	F	2016.01
F02B   9/00		F	2016.01
F02B   9/02	F02B0009000000	F	2016.01
F02B   9/04	F02B0009020000	F	2016.01
F02B   9/06	F02B0009000000	F	2016.01
F02B   9/08	F02B0009060000	F	2016.01
F02B   9/10	F02B0009080000	F	2016.01
F02B  11/00		F	2016.01
F02B  11/02	F02B0011000000	F	2016.01
F02B  13/00		F	2016.01
F02B  13/02	F02B0013000000	F	2016.01
F02B  13/04	F02B0013020000	F	2016.01
F02B  13/06	F02B0013000000	F	2016.01
F02B  13/08	F02B0013060000	F	2016.01
F02B  13/10	F02B0013000000	F	2016.01
F02B  15/00		F	2016.01
F02B  15/02	F02B0015000000	F	2016.01
F02B  17/00		F	2016.01
F02B  19/00		F	2016.01
F02B  19/02	F02B0019000000	F	2016.01
F02B  19/04	F02B0019020000	F	2016.01
F02B  19/06	F02B0019000000	F	2016.01
F02B  19/08	F02B0019000000	F	2016.01
F02B  19/10	F02B0019000000	F	2016.01
F02B  19/12	F02B0019000000	F	2016.01
F02B  19/14	F02B0019000000	F	2016.01
F02B  19/16	F02B0019000000	F	2016.01
F02B  19/18	F02B0019160000	F	2016.01
F02B  21/00		F	2016.01
F02B  21/02	F02B0021000000	F	2016.01
F02B  23/00		F	2016.01
F02B  23/02	F02B0023000000	F	2016.01
F02B  23/04	F02B0023020000	F	2016.01
F02B  23/06	F02B0023020000	F	2016.01
F02B  23/08	F02B0023000000	F	2016.01
F02B  23/10	F02B0023080000	F	2016.01
F02B  25/00		F	2016.01
F02B  25/02	F02B0025000000	F	2016.01
F02B  25/04	F02B0025020000	F	2016.01
F02B  25/06	F02B0025040000	F	2016.01
F02B  25/08	F02B0025020000	F	2016.01
F02B  25/10	F02B0025080000	F	2016.01
F02B  25/12	F02B0025020000	F	2016.01
F02B  25/14	F02B0025000000	F	2016.01
F02B  25/16	F02B0025140000	F	2016.01
F02B  25/18	F02B0025140000	F	2016.01
F02B  25/20	F02B0025000000	F	2016.01
F02B  25/22	F02B0025200000	F	2016.01
F02B  25/24	F02B0025200000	F	2016.01
F02B  25/26	F02B0025000000	F	2016.01
F02B  25/28	F02B0025260000	F	2016.01
F02B  27/00		F	2016.01
F02B  27/02	F02B0027000000	F	2016.01
F02B  27/04	F02B0027000000	F	2016.01
F02B  27/06	F02B0027040000	F	2016.01
F02B  29/00		F	2016.01
F02B  29/02	F02B0029000000	F	2016.01
F02B  29/04	F02B0029000000	F	2016.01
F02B  29/06	F02B0029000000	F	2016.01
F02B  29/08	F02B0029000000	F	2016.01
F02B  31/00		F	2016.01
F02B  31/02	F02B0031000000	F	2016.01
F02B  31/04	F02B0031000000	F	2016.01
F02B  31/06	F02B0031040000	F	2016.01
F02B  31/08	F02B0031000000	F	2016.01
F02B  33/00		F	2016.01
F02B  33/02	F02B0033000000	F	2016.01
F02B  33/04	F02B0033020000	F	2016.01
F02B  33/06	F02B0033020000	F	2016.01
F02B  33/08	F02B0033060000	F	2016.01
F02B  33/10	F02B0033060000	F	2016.01
F02B  33/12	F02B0033100000	F	2016.01
F02B  33/14	F02B0033100000	F	2016.01
F02B  33/16	F02B0033100000	F	2016.01
F02B  33/18	F02B0033060000	F	2016.01
F02B  33/20	F02B0033060000	F	2016.01
F02B  33/22	F02B0033060000	F	2016.01
F02B  33/24	F02B0033020000	F	2016.01
F02B  33/26	F02B0033020000	F	2016.01
F02B  33/28	F02B0033020000	F	2016.01
F02B  33/30	F02B0033280000	F	2016.01
F02B  33/32	F02B0033000000	F	2016.01
F02B  33/34	F02B0033320000	F	2016.01
F02B  33/36	F02B0033340000	F	2016.01
F02B  33/38	F02B0033360000	F	2016.01
F02B  33/40	F02B0033340000	F	2016.01
F02B  33/42	F02B0033320000	F	2016.01
F02B  33/44	F02B0033000000	F	2016.01
F02B  35/00		F	2016.01
F02B  35/02	F02B0035000000	F	2016.01
F02B  37/00		F	2016.01
F02B  37/007	F02B0037000000	F	2016.01
F02B  37/013	F02B0037000000	F	2016.01
F02B  37/02	F02B0037000000	F	2016.01
F02B  37/04	F02B0037000000	F	2016.01
F02B  37/10	F02B0037040000	F	2016.01
F02B  37/11	F02B0037100000	F	2016.01
F02B  37/12	F02B0037000000	F	2016.01
F02B  37/14	F02B0037120000	F	2016.01
F02B  37/16	F02B0037120000	F	2016.01
F02B  37/18	F02B0037120000	F	2016.01
F02B  37/20	F02B0037120000	F	2016.01
F02B  37/22	F02B0037120000	F	2016.01
F02B  37/24	F02B0037120000	F	2016.01
F02B  39/00		F	2016.01
F02B  39/02	F02B0039000000	F	2016.01
F02B  39/04	F02B0039020000	F	2016.01
F02B  39/06	F02B0039040000	F	2016.01
F02B  39/08	F02B0039020000	F	2016.01
F02B  39/10	F02B0039080000	F	2016.01
F02B  39/12	F02B0039020000	F	2016.01
F02B  39/14	F02B0039000000	F	2016.01
F02B  39/16	F02B0039000000	F	2016.01
F02B  41/00		F	2016.01
F02B  41/02	F02B0041000000	F	2016.01
F02B  41/04	F02B0041020000	F	2016.01
F02B  41/06	F02B0041020000	F	2016.01
F02B  41/08	F02B0041060000	F	2016.01
F02B  41/10	F02B0041020000	F	2016.01
F02B  43/00		F	2016.01
F02B  43/02	F02B0043000000	F	2016.01
F02B  43/04	F02B0043020000	F	2016.01
F02B  43/06	F02B0043020000	F	2016.01
F02B  43/08	F02B0043000000	F	2016.01
F02B  43/10	F02B0043000000	F	2016.01
F02B  43/12	F02B0043100000	F	2016.01
F02B  45/00		F	2016.01
F02B  45/02	F02B0045000000	F	2016.01
F02B  45/04	F02B0045020000	F	2016.01
F02B  45/06	F02B0045000000	F	2016.01
F02B  45/08	F02B0045000000	F	2016.01
F02B  45/10	F02B0045000000	F	2016.01
F02B  47/00		F	2016.01
F02B  47/02	F02B0047000000	F	2016.01
F02B  47/04	F02B0047000000	F	2016.01
F02B  47/06	F02B0047040000	F	2016.01
F02B  47/08	F02B0047040000	F	2016.01
F02B  47/10	F02B0047080000	F	2016.01
F02B  49/00		F	2016.01
F02B  51/00		F	2016.01
F02B  51/02	F02B0051000000	F	2016.01
F02B  51/04	F02B0051000000	F	2016.01
F02B  51/06	F02B0051000000	F	2016.01
F02B  53/00		F	2016.01
F02B  53/02	F02B0053000000	F	2016.01
F02B  53/04	F02B0053000000	F	2016.01
F02B  53/06	F02B0053040000	F	2016.01
F02B  53/08	F02B0053040000	F	2016.01
F02B  53/10	F02B0053000000	F	2016.01
F02B  53/12	F02B0053000000	F	2016.01
F02B  53/14	F02B0053000000	F	2016.01
F02B  55/00		F	2016.01
F02B  55/02	F02B0055000000	F	2016.01
F02B  55/04	F02B0055020000	F	2016.01
F02B  55/06	F02B0055040000	F	2016.01
F02B  55/08	F02B0055000000	F	2016.01
F02B  55/10	F02B0055080000	F	2016.01
F02B  55/12	F02B0055100000	F	2016.01
F02B  55/14	F02B0055000000	F	2016.01
F02B  55/16	F02B0055000000	F	2016.01
F02B  57/00		F	2016.01
F02B  57/02	F02B0057000000	F	2016.01
F02B  57/04	F02B0057000000	F	2016.01
F02B  57/06	F02B0057000000	F	2016.01
F02B  57/08	F02B0057000000	F	2016.01
F02B  57/10	F02B0057080000	F	2016.01
F02B  59/00		F	2016.01
F02B  61/00		F	2016.01
F02B  61/02	F02B0061000000	F	2016.01
F02B  61/04	F02B0061000000	F	2016.01
F02B  61/06	F02B0061000000	F	2016.01
F02B  63/00		F	2016.01
F02B  63/02	F02B0063000000	F	2016.01
F02B  63/04	F02B0063000000	F	2016.01
F02B  63/06	F02B0063000000	F	2016.01
F02B  65/00		F	2016.01
F02B  67/00		F	2016.01
F02B  67/04	F02B0067000000	F	2016.01
F02B  67/06	F02B0067040000	F	2016.01
F02B  67/08	F02B0067000000	F	2016.01
F02B  67/10	F02B0067000000	F	2016.01
F02B  69/00		F	2016.01
F02B  69/02	F02B0069000000	F	2016.01
F02B  69/04	F02B0069020000	F	2016.01
F02B  69/06	F02B0069000000	F	2016.01
F02B  71/00		F	2016.01
F02B  71/02	F02B0071000000	F	2016.01
F02B  71/04	F02B0071000000	F	2016.01
F02B  71/06	F02B0071040000	F	2016.01
F02B  73/00		F	2016.01
F02B  75/00		F	2016.01
F02B  75/02	F02B0075000000	F	2016.01
F02B  75/04	F02B0075000000	F	2016.01
F02B  75/06	F02B0075000000	F	2016.01
F02B  75/08	F02B0075000000	F	2016.01
F02B  75/10	F02B0075000000	F	2016.01
F02B  75/12	F02B0075000000	F	2016.01
F02B  75/16	F02B0075000000	F	2016.01
F02B  75/18	F02B0075160000	F	2016.01
F02B  75/20	F02B0075180000	F	2016.01
F02B  75/22	F02B0075180000	F	2016.01
F02B  75/24	F02B0075180000	F	2016.01
F02B  75/26	F02B0075000000	F	2016.01
F02B  75/28	F02B0075000000	F	2016.01
F02B  75/30	F02B0075280000	F	2016.01
F02B  75/32	F02B0075000000	F	2016.01
F02B  75/34	F02B0075000000	F	2016.01
F02B  75/36	F02B0075000000	F	2016.01
F02B  75/38	F02B0075360000	F	2016.01
F02B  75/40	F02B0075000000	F	2016.01
F02B  77/00		F	2016.01
F02B  77/02	F02B0077000000	F	2016.01
F02B  77/04	F02B0077000000	F	2016.01
F02B  77/08	F02B0077000000	F	2016.01
F02B  77/10	F02B0077080000	F	2016.01
F02B  77/11	F02B0077000000	F	2016.01
F02B  77/13	F02B0077110000	F	2016.01
F02B  77/14	F02B0077000000	F	2016.01
F02B  79/00		F	2016.01
F02C   1/00		F	2016.01
F02C   1/02	F02C0001000000	F	2016.01
F02C   1/04	F02C0001000000	F	2016.01
F02C   1/05	F02C0001040000	F	2016.01
F02C   1/06	F02C0001050000	F	2016.01
F02C   1/08	F02C0001040000	F	2016.01
F02C   1/10	F02C0001040000	F	2016.01
F02C   3/00		F	2016.01
F02C   3/02	F02C0003000000	F	2016.01
F02C   3/04	F02C0003000000	F	2016.01
F02C   3/045	F02C0003040000	F	2016.01
F02C   3/05	F02C0003045000	F	2016.01
F02C   3/055	F02C0003040000	F	2016.01
F02C   3/06	F02C0003040000	F	2016.01
F02C   3/067	F02C0003060000	F	2016.01
F02C   3/073	F02C0003060000	F	2016.01
F02C   3/08	F02C0003040000	F	2016.01
F02C   3/09	F02C0003080000	F	2016.01
F02C   3/10	F02C0003040000	F	2016.01
F02C   3/107	F02C0003040000	F	2016.01
F02C   3/113	F02C0003107000	F	2016.01
F02C   3/13	F02C0003040000	F	2016.01
F02C   3/14	F02C0003000000	F	2016.01
F02C   3/16	F02C0003140000	F	2016.01
F02C   3/20	F02C0003000000	F	2016.01
F02C   3/22	F02C0003200000	F	2016.01
F02C   3/24	F02C0003200000	F	2016.01
F02C   3/26	F02C0003200000	F	2016.01
F02C   3/28	F02C0003260000	F	2016.01
F02C   3/30	F02C0003200000	F	2016.01
F02C   3/32	F02C0003000000	F	2016.01
F02C   3/34	F02C0003000000	F	2016.01
F02C   3/36	F02C0003000000	F	2016.01
F02C   5/00		F	2016.01
F02C   5/02	F02C0005000000	F	2016.01
F02C   5/04	F02C0005020000	F	2016.01
F02C   5/06	F02C0005000000	F	2016.01
F02C   5/08	F02C0005060000	F	2016.01
F02C   5/10	F02C0005000000	F	2016.01
F02C   5/11	F02C0005100000	F	2016.01
F02C   5/12	F02C0005000000	F	2016.01
F02C   6/00		F	2016.01
F02C   6/02	F02C0006000000	F	2016.01
F02C   6/04	F02C0006000000	F	2016.01
F02C   6/06	F02C0006040000	F	2016.01
F02C   6/08	F02C0006060000	F	2016.01
F02C   6/10	F02C0006040000	F	2016.01
F02C   6/12	F02C0006100000	F	2016.01
F02C   6/14	F02C0006000000	F	2016.01
F02C   6/16	F02C0006140000	F	2016.01
F02C   6/18	F02C0006000000	F	2016.01
F02C   6/20	F02C0006000000	F	2016.01
F02C   7/00		F	2016.01
F02C   7/04	F02C0007000000	F	2016.01
F02C   7/042	F02C0007040000	F	2016.01
F02C   7/045	F02C0007040000	F	2016.01
F02C   7/047	F02C0007040000	F	2016.01
F02C   7/05	F02C0007040000	F	2016.01
F02C   7/052	F02C0007050000	F	2016.01
F02C   7/055	F02C0007050000	F	2016.01
F02C   7/057	F02C0007040000	F	2016.01
F02C   7/06	F02C0007000000	F	2016.01
F02C   7/08	F02C0007000000	F	2016.01
F02C   7/10	F02C0007080000	F	2016.01
F02C   7/105	F02C0007100000	F	2016.01
F02C   7/12	F02C0007000000	F	2016.01
F02C   7/14	F02C0007120000	F	2016.01
F02C   7/141	F02C0007140000	F	2016.01
F02C   7/143	F02C0007141000	F	2016.01
F02C   7/16	F02C0007120000	F	2016.01
F02C   7/18	F02C0007160000	F	2016.01
F02C   7/20	F02C0007000000	F	2016.01
F02C   7/22	F02C0007000000	F	2016.01
F02C   7/224	F02C0007220000	F	2016.01
F02C   7/228	F02C0007220000	F	2016.01
F02C   7/232	F02C0007220000	F	2016.01
F02C   7/236	F02C0007220000	F	2016.01
F02C   7/24	F02C0007000000	F	2016.01
F02C   7/25	F02C0007240000	F	2016.01
F02C   7/26	F02C0007000000	F	2016.01
F02C   7/262	F02C0007260000	F	2016.01
F02C   7/264	F02C0007260000	F	2016.01
F02C   7/266	F02C0007264000	F	2016.01
F02C   7/268	F02C0007260000	F	2016.01
F02C   7/27	F02C0007268000	F	2016.01
F02C   7/272	F02C0007270000	F	2016.01
F02C   7/275	F02C0007268000	F	2016.01
F02C   7/277	F02C0007275000	F	2016.01
F02C   7/28	F02C0007000000	F	2016.01
F02C   7/30	F02C0007000000	F	2016.01
F02C   7/32	F02C0007000000	F	2016.01
F02C   7/36	F02C0007000000	F	2016.01
F02C   9/00		F	2016.01
F02C   9/16	F02C0009000000	F	2016.01
F02C   9/18	F02C0009160000	F	2016.01
F02C   9/20	F02C0009160000	F	2016.01
F02C   9/22	F02C0009200000	F	2016.01
F02C   9/24	F02C0009160000	F	2016.01
F02C   9/26	F02C0009000000	F	2016.01
F02C   9/28	F02C0009260000	F	2016.01
F02C   9/30	F02C0009260000	F	2016.01
F02C   9/32	F02C0009260000	F	2016.01
F02C   9/34	F02C0009320000	F	2016.01
F02C   9/36	F02C0009260000	F	2016.01
F02C   9/38	F02C0009260000	F	2016.01
F02C   9/40	F02C0009260000	F	2016.01
F02C   9/42	F02C0009260000	F	2016.01
F02C   9/44	F02C0009260000	F	2016.01
F02C   9/46	F02C0009260000	F	2016.01
F02C   9/48	F02C0009000000	F	2016.01
F02C   9/50	F02C0009480000	F	2016.01
F02C   9/52	F02C0009500000	F	2016.01
F02C   9/54	F02C0009500000	F	2016.01
F02C   9/56	F02C0009480000	F	2016.01
F02C   9/58	F02C0009560000	F	2016.01
F02D   1/00		F	2016.01
F02D   1/02	F02D0001000000	F	2016.01
F02D   1/04	F02D0001020000	F	2016.01
F02D   1/06	F02D0001020000	F	2016.01
F02D   1/08	F02D0001020000	F	2016.01
F02D   1/10	F02D0001080000	F	2016.01
F02D   1/12	F02D0001080000	F	2016.01
F02D   1/14	F02D0001120000	F	2016.01
F02D   1/16	F02D0001000000	F	2016.01
F02D   1/18	F02D0001160000	F	2016.01
F02D   3/00	F02D0003000000	F	2016.01
F02D   3/02	F02D0003000000	F	2016.01
F02D   3/04	F02D0003000000	F	2016.01
F02D   7/00		F	2016.01
F02D   7/02	F02D0007000000	F	2016.01
F02D   9/00		F	2016.01
F02D   9/02	F02D0009000000	F	2016.01
F02D   9/04	F02D0009000000	F	2016.01
F02D   9/06	F02D0009040000	F	2016.01
F02D   9/08	F02D0009000000	F	2016.01
F02D   9/10	F02D0009080000	F	2016.01
F02D   9/12	F02D0009080000	F	2016.01
F02D   9/14	F02D0009120000	F	2016.01
F02D   9/16	F02D0009120000	F	2016.01
F02D   9/18	F02D0009080000	F	2016.01
F02D  11/00		F	2016.01
F02D  11/02	F02D0011000000	F	2016.01
F02D  11/04	F02D0011000000	F	2016.01
F02D  11/06	F02D0011000000	F	2016.01
F02D  11/08	F02D0011060000	F	2016.01
F02D  11/10	F02D0011060000	F	2016.01
F02D  13/00		F	2016.01
F02D  13/02	F02D0013000000	F	2016.01
F02D  13/04	F02D0013020000	F	2016.01
F02D  13/06	F02D0013020000	F	2016.01
F02D  13/08	F02D0013000000	F	2016.01
F02D  15/00		F	2016.01
F02D  15/02	F02D0015000000	F	2016.01
F02D  15/04	F02D0015000000	F	2016.01
F02D  17/00		F	2016.01
F02D  17/02	F02D0017000000	F	2016.01
F02D  17/04	F02D0017000000	F	2016.01
F02D  19/00		F	2016.01
F02D  19/02	F02D0019000000	F	2016.01
F02D  19/04	F02D0019000000	F	2016.01
F02D  19/06	F02D0019000000	F	2016.01
F02D  19/08	F02D0019060000	F	2016.01
F02D  19/10	F02D0019080000	F	2016.01
F02D  19/12	F02D0019000000	F	2016.01
F02D  21/00		F	2016.01
F02D  21/02	F02D0021000000	F	2016.01
F02D  21/04	F02D0021020000	F	2016.01
F02D  21/06	F02D0021000000	F	2016.01
F02D  21/08	F02D0021060000	F	2016.01
F02D  21/10	F02D0021060000	F	2016.01
F02D  23/00		F	2016.01
F02D  23/02	F02D0023000000	F	2016.01
F02D  25/00		F	2016.01
F02D  25/02	F02D0025000000	F	2016.01
F02D  25/04	F02D0025000000	F	2016.01
F02D  27/00		F	2016.01
F02D  27/02	F02D0027000000	F	2016.01
F02D  28/00		F	2016.01
F02D  29/00		F	2016.01
F02D  29/02	F02D0029000000	F	2016.01
F02D  29/04	F02D0029000000	F	2016.01
F02D  29/06	F02D0029000000	F	2016.01
F02D  31/00		F	2016.01
F02D  33/00		F	2016.01
F02D  33/02	F02D0033000000	F	2016.01
F02D  35/00		F	2016.01
F02D  35/02	F02D0035000000	F	2016.01
F02D  37/00		F	2016.01
F02D  37/02	F02D0037000000	F	2016.01
F02D  39/00		F	2016.01
F02D  39/02	F02D0039000000	F	2016.01
F02D  39/04	F02D0039000000	F	2016.01
F02D  39/06	F02D0039000000	F	2016.01
F02D  39/08	F02D0039000000	F	2016.01
F02D  39/10	F02D0039000000	F	2016.01
F02D  41/00		F	2016.01
F02D  41/02	F02D0041000000	F	2016.01
F02D  41/04	F02D0041020000	F	2016.01
F02D  41/06	F02D0041040000	F	2016.01
F02D  41/08	F02D0041040000	F	2016.01
F02D  41/10	F02D0041040000	F	2016.01
F02D  41/12	F02D0041040000	F	2016.01
F02D  41/14	F02D0041020000	F	2016.01
F02D  41/16	F02D0041140000	F	2016.01
F02D  41/18	F02D0041020000	F	2016.01
F02D  41/20	F02D0041000000	F	2016.01
F02D  41/22	F02D0041000000	F	2016.01
F02D  41/24	F02D0041000000	F	2016.01
F02D  41/26	F02D0041240000	F	2016.01
F02D  41/28	F02D0041260000	F	2016.01
F02D  41/30	F02D0041000000	F	2016.01
